epsilon, gamma, alpha, defaultq, successes, avg_buffer, avg_penalties
0.05, 0.99, '1.0/t', 0.0, 59,0.51582299997554237, 0.44 
0.05, 0.99, '1.0/t', 0.0, 91,0.57804005518291235, 0.36 
0.05, 0.99, '1.0/t', 0.0, 78,0.50091371591371603, 0.74 
0.05, 0.99, '1.0/t', 0.0, 51,0.50962736609795434, 0.45 
0.05, 0.99, '1.0/t', 0.0, 68,0.56596458280281814, 0.47 
0.05, 0.99, '1.0/t', 0.0, 66,0.48699254449254459, 0.46 
0.05, 0.99, '1.0/t', 0.0, 81,0.59113480483850855, 0.27 
0.05, 0.99, '1.0/t', 0.0, 65,0.50669719169719163, 0.85 
0.05, 0.99, '1.0/t', 0.0, 70,0.52173582766439919, 0.66 
0.05, 0.99, '1.0/t', 0.0, 83,0.51568551261322337, 0.65 
0.05, 0.99, '1.0/t', 0.0, 54,0.56346707818930042, 0.44 
0.05, 0.99, '1.0/t', 0.0, 88,0.54500762495080679, 0.52 
0.05, 0.99, '1.0/t', 0.0, 91,0.51966335252049534, 1.05 
0.05, 0.99, '1.0/t', 0.0, 69,0.56942834138486309, 0.45 
0.05, 0.99, '1.0/t', 0.0, 78,0.56432141932141922, 0.75 
0.05, 0.99, '1.0/t', 0.0, 82,0.52556523422377077, 0.56 
0.05, 0.99, '1.0/t', 0.0, 72,0.52746693121693111, 0.53 
0.05, 0.99, '1.0/t', 0.0, 74,0.5761529386529386, 0.99 
0.05, 0.99, '1.0/t', 0.0, 88,0.55093975468975465, 0.36 
0.05, 0.99, '1.0/t', 0.0, 61,0.51642348543987893, 1.08 
0.05, 0.99, '1.0/t', 0.0, 78,0.49569088319088322, 0.45 
0.05, 0.99, '1.0/t', 0.0, 69,0.57887508626639061, 1.52 
0.05, 0.99, '1.0/t', 0.0, 79,0.53469304254114369, 2.68 
0.05, 0.99, '1.0/t', 0.0, 95,0.55745454545454554, 0.35 
0.05, 0.99, '1.0/t', 0.0, 73,0.52150052382929091, 0.58 
0.05, 0.99, '1.0/t', 0.0, 69,0.55982757178409348, 0.58 
0.05, 0.99, '1.0/t', 0.0, 92,0.5839977413890457, 0.88 
0.05, 0.99, '1.0/t', 0.0, 52,0.54079115329115335, 0.64 
0.05, 0.99, '1.0/t', 0.0, 79,0.57804482437393834, 0.43 
0.05, 0.99, '1.0/t', 0.0, 69,0.52897829223916193, 0.56 
0.05, 0.99, '1.0/t', 0.0, 68,0.54657212885154072, 0.43 
0.05, 0.99, '1.0/t', 0.0, 94,0.51777562862669246, 0.61 
0.05, 0.99, '1.0/t', 0.0, 85,0.61651914098972926, 0.31 
0.05, 0.99, '1.0/t', 0.0, 95,0.58836272499430398, 0.34 
0.05, 0.99, '1.0/t', 0.0, 26,0.51537240537240536, 0.7 
0.05, 0.99, '1.0/t', 0.0, 53,0.51407157831686134, 0.48 
0.05, 0.99, '1.0/t', 0.0, 36,0.56081790123456798, 0.46 
0.05, 0.99, '1.0/t', 0.0, 96,0.52731120731120729, 0.55 
0.05, 0.99, '1.0/t', 0.0, 66,0.53235690235690236, 0.48 
0.05, 0.99, '1.0/t', 0.0, 92,0.57372843340234658, 0.31 
0.05, 0.99, '1.0/t', 0.0, 77,0.46787260358688926, 0.41 
0.05, 0.99, '1.0/t', 0.0, 74,0.51127052377052384, 0.45 
0.05, 0.99, '1.0/t', 0.0, 92,0.54404056088838704, 0.57 
0.05, 0.99, '1.0/t', 0.0, 94,0.52769587977034782, 0.31 
0.05, 0.99, '1.0/t', 0.0, 90,0.52730864197530869, 0.82 
0.05, 0.99, '1.0/t', 0.0, 68,0.49498132586367888, 0.68 
0.05, 0.99, '1.0/t', 0.0, 91,0.58817373103087389, 0.3  
0.05, 0.5, '1.0/(t**0.5)', 0.0, 92,0.5574076949620429, 0.31 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.59810515873015868, 0.45 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 95,0.5551310093415357, 0.37 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.58643350413758577, 0.35 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 99,0.59581668051365022, 0.37 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.5553361300783981, 0.38 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.56893041199163641, 0.28 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.55915886267927084, 0.33 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.56292989417989414, 0.35 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 95,0.5724079896711477, 0.44 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 93,0.56018859873698579, 0.42 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.56769605677768942, 0.31 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.55913219083322174, 0.24 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 99,0.61759193668284573, 0.41 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 95,0.54314938862307294, 0.31 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.56738132428854082, 0.47 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 99,0.53948022796507644, 0.38 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.5524929353054352, 0.32 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.58841418604305196, 0.3 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 99,0.5862121212121213, 0.36 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.56318568602073749, 0.44 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.58074547558922551, 0.33 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 100,0.56037619047619047, 0.34 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.56655979437229442, 0.32 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.58959938114577293, 0.37 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.58411872777852158, 0.28 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.57884371993746997, 0.27 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.58938026094276086, 0.38 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.58289723449517261, 0.36 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.58083581349206348, 0.42 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 94,0.52852790826195095, 0.39 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.56203538359788363, 0.36 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.5677465618281945, 0.42 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.57630878758429771, 0.38 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.55296647230320695, 0.35 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 93,0.60778336358981522, 0.47 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.56641086862736356, 0.31 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 99,0.56733365400032054, 0.34 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.51857142857142857, 0.46 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.60365042174320516, 0.27 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.54969830856428803, 0.37 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.57752086401570935, 0.31 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 96,0.58887686387686389, 0.37 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 100,0.56803730158730159, 0.34 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 93,0.5797812999425902, 0.39 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 97,0.54769268532155124, 0.5 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.56524148187413492, 0.38 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 98,0.56818675089083248, 0.26 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 91,0.57345249988107116, 0.37 
0.05, 0.5, '1.0/(t**0.5)', 0.0, 95,0.53992648287385137, 0.38 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.58070294784580501, 0.31 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.57127963306534735, 0.38 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.58453463203463196, 0.33 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 100,0.5690135642135643, 0.32 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.56966927572988191, 0.4 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.58310575998075997, 0.34 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.58837279500544803, 0.28 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.57551917989417989, 0.24 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.5553405629163205, 0.38 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 97,0.60287387869862097, 0.32 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 97,0.55405624730366998, 0.5 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.60453190800129575, 0.3 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.57647013287638293, 0.44 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 95,0.56955054302422725, 0.43 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.57017963895514912, 0.28 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.58457983626350973, 0.38 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.56773405046132319, 0.39 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.58427938274877045, 0.37 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 94,0.53229222314328695, 0.44 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.56882154882154878, 0.35 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 97,0.58995685871974535, 0.27 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.56826606842231842, 0.34 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.54290816326530611, 0.39 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.57240723562152129, 0.33 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 94,0.5696688004666729, 0.3 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.60778182701652084, 0.38 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.55359088722725092, 0.47 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.58494227994227987, 0.3 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.5968855218855218, 0.4 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.55425471920369873, 0.45 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 100,0.58835634920634927, 0.31 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.53944437082192187, 0.42 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.5385546664334544, 0.38 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.56905543530543534, 0.36 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 95,0.5475574542416648, 0.3 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.56847903230556296, 0.33 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 97,0.57328424153166413, 0.4 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.54731388226286182, 0.45 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.55791265423918479, 0.39 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 100,0.57011479076479077, 0.37 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.59469233147804568, 0.39 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.55391178549341813, 0.33 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.56981616456106254, 0.35 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 96,0.59603670634920636, 0.41 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.57791602897663497, 0.41 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 98,0.55406668728097308, 0.29 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.5430814639905549, 0.44 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.59653278819945488, 0.42 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.60999037999037986, 0.3 
0.05, 0.25, '1.0/(t**0.5)', 0.0, 99,0.58082112612415648, 0.32 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.58474667308000638, 0.37 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.55344661638476078, 0.36 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.55894467502714928, 0.52 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 95,0.59125541125541126, 0.35 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 100,0.57079740259740253, 0.27 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.59571183112420223, 0.35 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.53402036235369554, 0.34 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.56760248255146206, 0.34 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.59856107977320105, 0.4 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.60095485883364663, 0.35 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.59521436753395507, 0.37 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.54843233513336598, 0.42 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.5252080691474631, 0.45 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 96,0.5679918981481481, 0.34 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.57773566569484935, 0.26 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.59003097351582201, 0.37 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.5762651294283947, 0.43 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.55644365735274826, 0.37 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.55098771217327913, 0.31 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 100,0.57910108225108214, 0.38 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.59470954017345767, 0.41 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.59891649733486463, 0.36 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 100,0.56212857142857142, 0.4 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.57850796595694554, 0.44 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.55065678652413341, 0.35 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.58660768212314607, 0.36 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 100,0.55755476190476183, 0.3 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.5588026731966127, 0.35 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.56940962099125358, 0.31 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.58978134110787173, 0.36 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.54656275568646695, 0.41 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.58413157549521189, 0.45 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.53229749631811496, 0.4 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.57426222870100418, 0.31 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.57647974591273554, 0.35 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.58970265424810875, 0.31 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.58822051685688059, 0.34 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.55587787495950769, 0.44 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.5934403923797863, 0.36 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.5527233707335748, 0.47 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.55684240362811799, 0.4 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.54167145213063583, 0.37 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 97,0.59557861382603638, 0.29 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.55821156168094954, 0.48 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 96,0.57153604497354493, 0.31 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.58295254128587459, 0.33 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.58906469947286277, 0.33 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.56092933710280646, 0.46 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 99,0.56959195125861795, 0.38 
0.05, 0.01, '1.0/(t**0.5)', 0.0, 98,0.55275208351738958, 0.37 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.56075967043708974, 0.48 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 94,0.55841008872923781, 0.26 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 98,0.58881040727979517, 0.21 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 97,0.54807314678448704, 0.41 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.54938812083973376, 0.36 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.53975020885547198, 0.34 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 97,0.55045737195221733, 0.34 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 96,0.52841269841269833, 0.36 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.59171003265740107, 0.42 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.55202594299368501, 0.42 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.56782735185960997, 0.49 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.5478494623655914, 0.3 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.51792944809073849, 0.43 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 92,0.53787612146307784, 0.31 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.57253383458646623, 0.42 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 89,0.54752314477033581, 0.6 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 88,0.55726100288600289, 0.47 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 94,0.53921202910564614, 0.42 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 85,0.51021288515406182, 0.45 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 94,0.53466312056737597, 0.49 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 94,0.53811626907371601, 0.42 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 90,0.50802388969055645, 0.43 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.55188045872256397, 0.35 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 91,0.52332984475841615, 0.44 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 96,0.58322758838383837, 0.31 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.53529004329004315, 0.36 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.57612670483638229, 0.38 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.55956983367509694, 0.34 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 100,0.54384047619047626, 0.32 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.55963893931635855, 0.42 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 82,0.57300909794812238, 0.42 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 84,0.57845993953136809, 0.51 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 98,0.55137578407986565, 0.31 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 92,0.61185786435786438, 0.3 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 98,0.57762633624878523, 0.34 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 88,0.53168101469237827, 0.41 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 94,0.55466841668969324, 0.37 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.55816541353383464, 0.4 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.52878772689299003, 0.48 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.55240073546525159, 0.32 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 94,0.55072480120352474, 0.37 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 93,0.59605137395459973, 0.29 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 96,0.52658422017797024, 0.44 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 97,0.4879919221671799, 0.46 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 99,0.5935204862477591, 0.38 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 97,0.56699974710283985, 0.27 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 95,0.60085266195792519, 0.28 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 99,0.56528779862113199, 0.4 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 92,0.53821169772256727, 0.53 
0.05, 0.75, '1.0/(t**0.5)', 0.0, 98,0.57233839856288837, 0.41 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 100,0.59637705627705628, 0.37 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 95,0.55296893749525333, 0.41 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 100,0.611951443001443, 0.25 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 97,0.5424060189524107, 0.47 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.53336491739552971, 0.42 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.55595434868162141, 0.38 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 96,0.59271314333814329, 0.41 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.57187766881644431, 0.39 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 96,0.58673265392015395, 0.38 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.5715144152899253, 0.35 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.54754373177842564, 0.46 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 95,0.58341307814992016, 0.34 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.58637497423211715, 0.31 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 95,0.59156223893065984, 0.41 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.58535083883568728, 0.4 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 97,0.58974643340622723, 0.31 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 95,0.56730986557302343, 0.43 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.6047975380628442, 0.32 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.59797506085384877, 0.31 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.56455186788520129, 0.42 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 96,0.58430638227513221, 0.41 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 96,0.53233871452621451, 0.32 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.57723930264746581, 0.29 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 100,0.59487409812409819, 0.3 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 97,0.57526621145177836, 0.33 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.56536443148688054, 0.36 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.60363047383455548, 0.33 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.53125261359955245, 0.38 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.58192560525893866, 0.33 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.57166254380540094, 0.37 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.56802979287827782, 0.33 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.5804160654160655, 0.37 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.59958954625621286, 0.33 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.60313575874181935, 0.24 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.57985438803620626, 0.35 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 95,0.58960332649806346, 0.36 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.56180323644609353, 0.25 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 97,0.5812739322533137, 0.33 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 95,0.57833583959899748, 0.35 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 96,0.56973462301587297, 0.42 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 98,0.60344126395146791, 0.29 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.54815201072776831, 0.47 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 96,0.5760894660894661, 0.3 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.58162658329325001, 0.32 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 97,0.59154720994927179, 0.34 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 100,0.55910396825396813, 0.38 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 100,0.57857489177489185, 0.44 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.58335512411269985, 0.26 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 97,0.59488217967599399, 0.35 
0.05, 0.2, '1.0/(t**0.5)', 0.0, 99,0.55651158045097437, 0.4 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 77,0.50013998988024966, 0.57 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 59,0.51317998385795005, 0.59 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 48,0.47663690476190473, 0.8 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 84,0.53121220710506423, 0.59 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 77,0.53125016397743663, 0.5 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 65,0.54707703407703412, 0.39 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 80,0.55038311688311681, 0.78 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 73,0.53362371266480857, 0.76 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 78,0.55979881229881234, 0.41 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 57,0.52429267613478148, 0.65 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 78,0.52337606837606832, 1.43 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 80,0.50826091269841278, 1.1 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 70,0.51055328798185939, 1.83 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 56,0.56222479901051337, 0.33 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 81,0.52480172091283206, 0.63 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 76,0.53565580618212205, 0.68 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 63,0.56630133534895433, 0.91 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 65,0.55149106449106444, 1.27 
0.05, 0.99, '1.0/(t**0.5)', 0.0, 70,0.50446371882086172, 0.65 
