Date,Open,High,Low,Close
2010-05-06,5341.93,5371.54,5251.28,5260.99
2010-05-05,5411.11,5428.77,5304.61,5341.93
2010-05-04,5553.29,5565.99,5398.86,5411.11
2010-04-30,5617.84,5643.87,5540.6,5553.29
2010-04-29,5586.61,5638.82,5579.69,5617.84
2010-04-28,5603.52,5639.98,5533.6,5586.61
2010-04-27,5753.85,5758.64,5603.52,5603.52
2010-04-26,5723.65,5800.66,5723.65,5753.85
2010-04-23,5665.33,5740.88,5665.33,5723.65
2010-04-22,5723.43,5761.36,5652.35,5665.33
2010-04-21,5783.69,5796.99,5721.28,5723.43
2010-04-16,5825.01,5833.73,5726.35,5743.96
2010-04-15,5796.25,5832.34,5778.37,5825.01
2010-04-14,5761.66,5812.84,5761.66,5796.25
2010-04-13,5777.65,5778.92,5741.92,5761.66
2010-04-12,5770.98,5803.71,5755.78,5777.65
2010-04-09,5712.7,5773.6,5712.7,5770.98
2010-04-08,5762.06,5762.06,5684.52,5712.7
2010-04-07,5780.35,5782.25,5753.42,5762.06
2010-04-06,5744.89,5790.4,5744.59,5780.35
2010-04-01,5679.64,5744.89,5679.48,5744.89
2010-03-31,5672.32,5698.47,5646.29,5679.64
2010-03-30,5710.66,5742.75,5662.84,5672.32
2010-03-29,5703.02,5733.11,5684.62,5710.66
2010-03-26,5727.65,5727.65,5695.5,5703.02
2010-03-25,5677.88,5737.1,5673.14,5727.65
2010-03-24,5673.63,5698.87,5636.01,5677.88
2010-03-23,5644.54,5695.94,5644.54,5673.63
2010-03-22,5650.12,5650.12,5583.49,5644.54
2010-03-19,5642.62,5691.22,5633.53,5650.13
2010-03-18,5644.63,5660.99,5619.17,5642.62
2010-03-17,5620.43,5657.77,5620.43,5644.63
2010-03-16,5593.85,5637.7,5593.85,5620.43
2010-03-15,5625.65,5627.02,5588.2,5593.85
2010-03-12,5617.26,5646.68,5612.39,5625.65
2010-03-11,5640.57,5642.87,5594.74,5617.26
2010-03-10,5602.3,5645.25,5585.35,5640.57
2010-03-09,5606.72,5618.43,5563.14,5602.3
2010-03-08,5599.76,5621.15,5579.16,5606.72
2010-03-05,5527.16,5605.38,5527.16,5599.76
2010-03-04,5533.21,5544.23,5501.08,5527.16
2010-03-03,5484.06,5541.81,5465.29,5533.21
2010-03-02,5405.94,5485.01,5403.73,5484.06
2010-03-01,5354.52,5420.83,5354.52,5405.94
2010-02-26,5278.22,5367.75,5278.22,5354.52
2010-02-25,5342.92,5370.44,5259.71,5278.23
2010-02-24,5315.09,5357.87,5298.23,5342.92
2010-02-23,5352.07,5395.48,5302.03,5315.09
2010-02-22,5358.17,5387.03,5348.15,5352.07
2010-02-19,5325.09,5366.14,5281.41,5358.17
2010-02-18,5276.64,5326.42,5261.71,5325.09
2010-02-17,5244.06,5304.54,5244.06,5276.64
2010-02-16,5167.47,5248.08,5167.47,5244.06
2010-02-15,5142.45,5194.29,5142.45,5167.47
2010-02-12,5161.48,5207.73,5117.38,5142.45
2010-02-11,5131.99,5201.82,5114.53,5161.48
2010-02-10,5111.84,5181.21,5105.3,5131.99
2010-02-09,5092.33,5132.93,5084.75,5111.84
2010-02-08,5060.92,5118.12,5033.01,5092.33
2010-02-05,5139.31,5139.31,5033.78,5060.92
2010-02-04,5253.15,5262.22,5123.86,5139.31
2010-02-03,5283.31,5305.41,5237.72,5253.15
2010-02-02,5247.41,5289.05,5208.21,5283.31
2010-02-01,5188.52,5250.07,5163.57,5247.41
2010-01-29,5145.74,5230.16,5145.74,5188.52
2010-01-28,5217.47,5280.36,5145.74,5145.74
2010-01-27,5276.85,5276.85,5192.58,5217.47
2010-01-26,5260.31,5276.85,5215.73,5276.85
2010-01-25,5302.99,5330.61,5252.92,5260.31
2010-01-22,5335.1,5345.6,5253.04,5302.99
2010-01-21,5420.8,5468.38,5331.56,5335.1
2010-01-20,5513.14,5513.14,5404.03,5420.8
2010-01-19,5494.39,5531.93,5431.25,5513.14
2010-01-18,5455.37,5504.0,5454.31,5494.39
2010-01-15,5498.2,5527.02,5450.38,5455.37
2010-01-14,5473.48,5521.9,5473.48,5498.2
2010-01-13,5498.71,5509.67,5450.85,5473.48
2010-01-12,5538.07,5549.61,5459.94,5498.71
2010-01-11,5534.24,5600.48,5527.89,5538.07
2010-01-08,5526.72,5549.25,5494.79,5534.24
2010-01-07,5530.04,5551.66,5499.8,5526.72
2010-01-06,5522.5,5536.48,5497.65,5530.04
2010-01-05,5500.34,5536.38,5480.71,5522.5
2010-01-04,5412.88,5500.34,5410.82,5500.34
2009-12-31,5397.86,5431.9,5390.39,5412.88
2009-12-30,5437.61,5442.82,5390.58,5397.86
2009-12-29,5402.41,5445.17,5402.41,5437.61
2009-12-24,5372.38,5402.41,5367.84,5402.41
2009-12-23,5328.66,5386.6,5328.66,5372.38
2009-12-22,5293.99,5361.9,5293.99,5328.66
2009-12-21,5196.81,5319.98,5196.81,5293.99
2009-12-18,5217.61,5287.62,5196.81,5196.81
2009-12-17,5320.26,5320.26,5217.61,5217.61
2009-12-16,5285.77,5335.32,5283.89,5320.26
2009-12-15,5315.34,5328.11,5250.78,5285.77
2009-12-14,5261.57,5330.96,5261.57,5315.34
2009-12-11,5244.37,5311.98,5244.37,5261.57
2009-12-10,5203.89,5254.52,5194.49,5244.37
2009-12-09,5223.13,5245.94,5175.66,5203.89
2009-12-08,5310.66,5323.36,5206.38,5223.13
2009-12-07,5322.36,5328.78,5250.98,5310.66
2009-12-04,5313.0,5373.94,5272.75,5322.36
2009-12-03,5327.39,5372.39,5311.85,5313.0
2009-12-02,5312.17,5348.45,5283.04,5327.39
2009-12-01,5190.68,5312.17,5190.68,5312.17
2009-11-30,5245.73,5270.36,5190.68,5190.68
2009-11-27,5194.13,5270.99,5103.78,5245.73
2009-11-26,5364.81,5364.81,5189.38,5194.13
2009-11-25,5323.96,5372.22,5323.96,5364.81
2009-11-24,5355.5,5374.89,5309.13,5323.96
2009-11-23,5251.41,5379.48,5251.41,5355.5
2009-11-20,5267.7,5309.39,5224.01,5251.41
2009-11-19,5342.13,5343.82,5254.18,5267.7
2009-11-18,5345.93,5372.1,5331.64,5342.13
2009-11-17,5382.67,5382.67,5337.01,5345.93
2009-11-16,5296.38,5396.96,5296.38,5382.67
2009-11-13,5276.5,5297.44,5251.27,5296.38
2009-11-12,5266.75,5304.94,5254.11,5276.5
2009-11-11,5230.55,5301.14,5230.55,5266.75
2009-11-10,5235.18,5264.32,5221.51,5230.55
2009-11-09,5142.72,5240.02,5142.72,5235.18
2009-11-06,5125.64,5159.04,5077.86,5142.72
2009-11-05,5107.14,5154.63,5036.91,5125.64
2009-11-04,5037.21,5120.82,5037.21,5107.89
2009-11-03,5104.5,5104.5,4985.09,5037.21
2009-11-02,5044.55,5115.7,5022.52,5104.5
2009-10-30,5137.72,5169.85,5024.43,5044.55
2009-10-29,5080.42,5145.58,5042.66,5137.72
2009-10-28,5200.97,5200.97,5074.11,5080.42
2009-10-27,5191.74,5230.57,5181.91,5200.97
2009-10-26,5242.57,5281.12,5166.44,5191.74
2009-10-23,5207.36,5299.57,5207.36,5242.57
2009-10-22,5257.85,5257.85,5166.46,5207.36
2009-10-21,5243.4,5267.98,5174.48,5257.85
2009-10-20,5281.54,5298.54,5243.4,5243.4
2009-10-19,5190.24,5281.54,5190.24,5281.54
2009-10-16,5222.95,5272.92,5176.38,5190.24
2009-10-15,5256.1,5267.9,5218.92,5222.95
2009-10-14,5154.15,5261.26,5154.15,5256.1
2009-10-13,5210.17,5221.65,5154.15,5154.15
2009-10-12,5161.87,5231.19,5161.87,5210.17
2009-10-09,5154.64,5171.53,5130.37,5161.87
2009-10-08,5108.9,5172.82,5108.9,5154.64
2009-10-07,5137.98,5156.21,5104.49,5108.9
2009-10-06,5024.33,5149.9,5024.33,5137.98
2009-10-05,4988.7,5024.33,4976.88,5024.33
2009-10-02,5047.81,5047.81,4954.98,4988.7
2009-10-01,5133.9,5164.37,5043.98,5047.81
2009-09-30,5159.72,5190.0,5092.75,5133.9
2009-09-29,5165.7,5184.05,5136.49,5159.72
2009-09-28,5087.72,5170.81,5050.78,5165.7
2009-09-25,5079.27,5121.9,5079.02,5082.2
2009-09-24,5139.37,5165.41,5073.35,5079.27
2009-09-23,5142.6,5175.1,5126.6,5139.37
2009-09-22,5134.36,5189.88,5134.36,5142.6
2009-09-21,5172.89,5182.23,5107.71,5134.36
2009-09-18,5163.95,5183.88,5147.13,5172.89
2009-09-17,5124.13,5173.13,5124.13,5163.95
2009-09-16,5042.13,5131.26,5042.13,5124.13
2009-09-15,5018.85,5062.69,4996.52,5042.13
2009-09-14,5011.47,5020.86,4953.71,5018.85
2009-09-11,4987.68,5038.76,4987.68,5011.47
2009-09-10,5004.3,5035.34,4956.56,4987.68
2009-09-09,4947.34,5004.3,4928.39,5004.3
2009-09-08,4933.18,4971.99,4926.05,4947.34
2009-09-07,4851.7,4941.7,4851.7,4933.18
2009-09-04,4796.75,4873.78,4796.75,4851.7
2009-09-03,4817.55,4841.51,4788.89,4796.75
2009-09-01,4908.9,4921.16,4819.7,4819.7
2009-08-28,4869.35,4944.16,4869.35,4908.9
2009-08-27,4890.58,4906.2,4855.32,4869.35
2009-08-26,4916.8,4927.05,4872.35,4890.58
2009-08-25,4896.23,4923.28,4858.94,4916.8
2009-08-24,4850.89,4911.41,4850.89,4896.23
2009-08-21,4756.58,4858.53,4735.78,4850.89
2009-08-20,4689.67,4766.85,4689.67,4756.58
2009-08-19,4685.78,4698.5,4625.44,4689.67
2009-08-18,4645.01,4688.22,4645.01,4685.78
2009-08-17,4713.97,4713.97,4610.34,4645.01
2009-08-14,4755.46,4790.18,4699.5,4713.97
2009-08-13,4716.76,4789.98,4716.76,4755.46
2009-08-12,4671.34,4722.55,4631.7,4716.76
2009-08-10,4731.56,4731.56,4688.77,4722.2
2009-08-07,4690.53,4743.62,4632.16,4731.56
2009-08-06,4647.13,4729.58,4647.13,4690.53
2009-08-05,4671.37,4696.64,4630.63,4647.13
2009-08-04,4682.46,4682.46,4627.71,4671.37
2009-08-03,4608.36,4710.23,4595.58,4682.46
2009-07-31,4631.61,4645.5,4599.72,4608.36
2009-07-30,4547.53,4646.86,4547.53,4631.61
2009-07-29,4528.84,4581.78,4512.1,4547.53
2009-07-28,4586.13,4616.44,4520.26,4528.84
2009-07-27,4576.61,4615.12,4553.09,4586.13
2009-07-24,4559.8,4603.21,4536.45,4576.61
2009-07-23,4493.73,4566.77,4472.07,4559.8
2009-07-22,4481.17,4497.98,4449.19,4493.73
2009-07-21,4443.62,4502.12,4437.81,4481.17
2009-07-20,4410.9,4464.81,4396.75,4443.62
2009-07-17,4361.84,4411.91,4361.84,4388.75
2009-07-16,4346.46,4385.15,4329.43,4361.84
2009-07-15,4237.68,4346.46,4237.68,4346.46
2009-07-14,4202.13,4256.37,4198.74,4237.68
2009-07-13,4127.17,4209.25,4096.08,4202.13
2009-07-10,4158.66,4160.48,4123.49,4127.17
2009-07-09,4140.23,4186.41,4140.23,4158.66
2009-07-08,4187.0,4197.55,4130.56,4140.23
2009-07-07,4194.91,4242.07,4184.36,4187.0
2009-07-06,4236.28,4236.28,4172.33,4194.91
2009-07-03,4234.27,4264.81,4221.19,4236.28
2009-07-02,4340.71,4340.71,4230.76,4234.27
2009-07-01,4249.21,4353.03,4249.21,4340.71
2009-06-30,4294.03,4311.23,4230.63,4249.21
2009-06-29,4241.01,4303.55,4235.19,4294.03
2009-06-26,4252.57,4307.16,4216.46,4241.01
2009-06-24,4230.02,4293.0,4218.39,4279.98
2009-06-23,4234.05,4264.0,4214.88,4230.02
2009-06-22,4345.93,4345.93,4234.05,4234.05
2009-06-19,4280.86,4370.26,4279.85,4345.93
2009-06-18,4278.46,4305.43,4239.74,4280.86
2009-06-17,4328.57,4328.69,4254.62,4278.46
2009-06-16,4326.01,4372.85,4321.56,4328.57
2009-06-15,4441.95,4441.95,4319.79,4326.01
2009-06-12,4461.87,4471.95,4427.24,4441.95
2009-06-11,4436.75,4478.42,4409.15,4461.87
2009-06-10,4404.79,4505.89,4404.79,4436.75
2009-06-09,4405.22,4445.54,4387.34,4404.79
2009-06-08,4438.56,4438.56,4370.55,4405.22
2009-06-05,4386.94,4495.94,4386.94,4438.56
2009-06-04,4383.42,4436.25,4359.66,4386.94
2009-06-03,4477.02,4477.18,4359.33,4383.42
2009-06-02,4506.19,4506.19,4435.92,4477.02
2009-06-01,4417.94,4517.6,4417.94,4506.19
2009-05-29,4387.54,4469.43,4387.54,4417.94
2009-05-28,4416.23,4416.23,4341.08,4387.54
2009-05-27,4411.72,4439.79,4390.23,4416.23
2009-05-26,4365.29,4423.64,4294.98,4411.72
2009-05-22,4345.47,4393.07,4335.01,4365.29
2009-05-21,4468.41,4468.41,4325.77,4345.47
2009-05-20,4482.25,4504.2,4445.09,4468.41
2009-05-19,4446.45,4512.7,4445.48,4482.25
2009-05-18,4348.11,4446.45,4307.72,4446.45
2009-05-15,4362.58,4400.72,4317.23,4348.11
2009-05-14,4331.37,4371.28,4295.19,4362.58
2009-05-13,4425.54,4447.96,4328.17,4331.37
2009-05-12,4435.5,4457.46,4397.41,4425.54
2009-05-11,4462.09,4470.05,4401.52,4435.5
2009-05-08,4398.68,4487.5,4398.68,4462.09
2009-05-07,4396.49,4520.82,4380.27,4398.68
2009-05-06,4336.94,4437.61,4317.05,4396.49
2009-05-05,4243.22,4375.35,4243.22,4336.94
2009-05-01,4243.71,4251.57,4210.75,4243.22
2009-04-30,4189.59,4293.63,4189.59,4243.71
2009-04-29,4096.4,4193.32,4089.46,4189.59
2009-04-28,4167.01,4167.01,4058.73,4096.4
2009-04-27,4155.99,4179.17,4088.67,4167.01
2009-04-24,4018.23,4155.99,4018.23,4155.99
2009-04-23,4030.66,4082.31,3999.06,4018.23
2009-04-22,3987.46,4036.03,3948.22,4030.66
2009-04-21,3990.86,4019.16,3897.25,3987.46
2009-04-20,4092.8,4112.75,3962.87,3990.86
2009-04-17,4052.98,4114.32,4043.21,4092.8
2009-04-16,3968.4,4052.98,3963.57,4052.98
2009-04-15,3988.99,4023.35,3941.61,3968.4
2009-04-14,3983.71,4039.67,3939.61,3988.99
2009-04-09,3925.52,3986.28,3911.99,3983.71
2009-04-08,3930.52,3940.42,3876.11,3925.52
2009-04-07,3993.54,4039.52,3909.88,3930.52
2009-04-06,4029.67,4097.17,3959.6,3993.54
2009-04-03,4124.97,4132.93,4015.59,4029.67
2009-04-02,3955.61,4137.85,3955.61,4124.97
2009-04-01,3926.14,3972.68,3838.22,3955.61
2009-03-31,3762.91,3930.62,3762.91,3926.14
2009-03-30,3898.85,3898.85,3762.91,3762.91
2009-03-26,3900.25,3929.54,3877.79,3925.2
2009-03-25,3911.46,3939.16,3852.96,3900.25
2009-03-24,3952.81,3992.42,3878.42,3911.46
2009-03-23,3842.85,3978.6,3842.85,3952.81
2009-03-20,3816.93,3854.87,3777.73,3842.85
2009-03-19,3804.99,3912.64,3793.7,3816.93
2009-03-18,3857.1,3901.65,3768.5,3804.99
2009-03-17,3863.99,3863.99,3793.13,3857.1
2009-03-16,3753.68,3863.99,3753.68,3863.99
2009-03-13,3712.06,3816.02,3712.06,3753.68
2009-03-12,3693.81,3725.6,3616.5,3712.06
2009-03-11,3715.23,3763.24,3652.01,3693.81
2009-03-10,3542.4,3726.31,3516.3,3715.23
2009-03-09,3530.73,3564.75,3460.71,3542.4
2009-03-06,3529.86,3590.22,3492.1,3530.73
2009-03-05,3645.87,3645.87,3526.41,3529.86
2009-03-04,3512.09,3649.5,3512.09,3645.87
2009-03-03,3625.83,3676.86,3497.27,3512.09
2009-03-02,3830.09,3830.09,3625.83,3625.83
2009-02-27,3915.64,3915.64,3760.7,3830.09
2009-02-26,3848.98,3948.22,3848.98,3915.64
2009-02-25,3852.6,3884.06,3803.92,3848.98
2009-02-24,3850.73,3852.25,3772.45,3816.44
2009-02-23,3889.06,3959.98,3844.9,3850.73
2009-02-20,4018.37,4018.37,3877.76,3889.06
2009-02-19,4006.83,4045.2,3983.91,4018.37
2009-02-18,4034.13,4056.48,3938.12,4006.83
2009-02-17,4134.75,4134.75,3995.39,4034.13
2009-02-16,4189.59,4189.59,4127.26,4134.75
2009-02-13,4202.24,4291.57,4168.01,4189.59
2009-02-12,4234.26,4234.26,4135.07,4202.24
2009-02-11,4213.08,4244.53,4182.1,4234.26
2009-02-10,4307.61,4309.49,4210.46,4213.08
2009-02-09,4291.87,4333.97,4244.04,4307.61
2009-02-06,4228.93,4330.73,4225.62,4291.87
2009-02-05,4228.6,4235.28,4133.52,4228.93
2009-02-04,4164.46,4262.73,4160.43,4228.6
2009-02-03,4077.78,4173.24,4043.37,4164.46
2009-02-02,4149.64,4149.64,4036.93,4077.78
2009-01-30,4190.11,4228.0,4125.2,4149.64
2009-01-29,4295.2,4295.2,4147.7,4190.11
2009-01-28,4194.41,4317.61,4194.41,4295.2
2009-01-27,4209.01,4211.03,4130.79,4194.41
2009-01-26,4052.47,4225.21,4039.41,4209.01
2009-01-23,4052.23,4070.75,3956.67,4052.47
2009-01-22,4059.88,4153.88,4046.37,4052.23
2009-01-21,4091.4,4112.84,4001.35,4059.88
2009-01-20,4108.47,4184.25,4060.57,4091.4
2009-01-19,4147.06,4251.92,4032.39,4108.47
2009-01-16,4121.11,4251.68,4121.11,4147.06
2009-01-15,4180.64,4199.39,4090.87,4121.11
2009-01-14,4399.15,4426.47,4115.43,4180.64
2009-01-13,4426.19,4426.19,4321.34,4399.15
2009-01-12,4448.54,4471.34,4402.29,4426.19
2009-01-09,4505.37,4534.81,4431.88,4448.54
2009-01-08,4507.51,4514.71,4410.48,4505.37
2009-01-07,4638.92,4638.92,4477.99,4507.51
2009-01-06,4579.64,4675.68,4562.01,4638.92
2009-01-05,4561.79,4618.11,4520.76,4579.64
2009-01-02,4434.17,4561.79,4430.02,4561.79
2008-12-31,4392.68,4456.19,4392.68,4434.17
2008-12-30,4319.35,4406.07,4319.35,4392.68
2008-12-29,4216.59,4326.25,4216.59,4319.35
2008-12-24,4255.98,4255.98,4205.18,4216.59
2008-12-23,4249.16,4307.09,4244.17,4255.98
2008-12-22,4286.93,4305.43,4219.82,4249.16
2008-12-19,4330.66,4330.66,4200.71,4286.93
2008-12-18,4324.19,4352.68,4282.6,4330.66
2008-12-17,4309.08,4341.12,4231.13,4324.19
2008-12-16,4277.56,4330.13,4246.1,4309.08
2008-12-15,4280.35,4340.7,4238.87,4277.56
2008-12-12,4388.69,4388.69,4201.86,4280.35
2008-12-11,4367.28,4430.28,4307.83,4388.69
2008-12-10,4381.26,4407.13,4329.95,4367.28
2008-12-09,4300.06,4412.96,4232.62,4381.26
2008-12-08,4049.37,4318.0,4049.37,4300.06
2008-12-05,4163.61,4163.61,4002.21,4049.37
2008-12-04,4169.96,4261.07,4090.04,4163.61
2008-12-03,4122.86,4190.93,4042.31,4169.96
2008-12-02,4065.49,4137.11,3973.26,4122.86
2008-12-01,4288.01,4288.01,4038.45,4065.49
2008-11-28,4226.1,4288.01,4192.46,4288.01
2008-11-27,4152.69,4241.7,4152.69,4226.1
2008-11-26,4171.25,4198.74,4050.67,4152.69
2008-11-25,4152.96,4268.34,4069.34,4171.25
2008-11-24,3780.96,4153.08,3780.96,4152.96
2008-11-21,3874.99,3946.67,3734.07,3780.96
2008-11-20,4005.68,4005.68,3812.19,3874.99
2008-11-19,4208.55,4213.2,3999.13,4005.68
2008-11-18,4132.16,4208.55,4033.4,4208.55
2008-11-17,4232.97,4236.41,4110.68,4132.16
2008-11-14,4169.21,4342.29,4169.21,4232.97
2008-11-13,4182.02,4198.67,4079.62,4169.21
2008-11-12,4246.69,4333.37,4134.51,4182.02
2008-11-11,4403.92,4403.92,4231.49,4246.69
2008-11-10,4364.96,4524.87,4364.96,4403.92
2008-11-07,4272.41,4408.1,4263.78,4364.96
2008-11-06,4530.73,4530.73,4260.26,4272.41
2008-11-05,4639.5,4639.5,4495.7,4530.73
2008-11-04,4443.28,4639.5,4404.2,4639.5
2008-11-03,4377.34,4443.28,4348.29,4443.28
2008-10-31,4291.65,4383.9,4195.15,4377.34
2008-10-30,4242.54,4352.47,4200.24,4291.65
2008-10-29,3926.38,4242.54,3926.38,4242.54
2008-10-28,3852.59,4034.02,3847.55,3926.38
2008-10-27,3883.36,3911.61,3665.21,3852.59
2008-10-24,4087.83,4087.83,3715.24,3883.36
2008-10-23,4040.89,4108.36,3927.57,4087.83
2008-10-22,4229.73,4229.73,4031.79,4040.89
2008-10-21,4282.67,4347.69,4212.37,4229.73
2008-10-20,4063.01,4282.67,4063.01,4282.67
2008-10-17,3861.39,4077.58,3861.29,4063.01
2008-10-16,4079.59,4079.59,3808.11,3861.39
2008-10-15,4394.21,4394.21,4051.98,4079.59
2008-10-14,4256.9,4534.35,4256.9,4394.21
2008-10-13,3932.06,4256.9,3932.06,4256.9
2008-10-10,4313.8,4313.8,3873.99,3932.06
2008-10-09,4366.69,4512.45,4274.4,4313.8
2008-10-08,4605.22,4654.18,4245.29,4366.69
2008-10-07,4589.19,4745.01,4517.47,4605.22
2008-10-06,4980.25,4980.25,4549.66,4589.19
2008-10-03,4870.34,5003.9,4832.1,4980.25
2008-10-02,4959.59,5052.0,4862.11,4870.34
2008-10-01,4902.45,5012.24,4891.46,4959.59
2008-09-30,4818.77,4953.4,4671.02,4902.45
2008-09-29,5088.47,5088.47,4818.77,4818.77
2008-09-26,5197.02,5197.02,5057.33,5088.47
2008-09-25,5095.57,5211.64,5060.74,5197.02
2008-09-24,5136.12,5167.36,5087.3,5095.57
2008-09-23,5236.26,5236.26,5076.32,5136.12
2008-09-22,5311.33,5339.25,5236.26,5236.26
2008-09-19,4880.0,5351.2,4857.1,5311.3
2008-09-18,4912.4,5015.9,4860.7,4880.0
2008-09-17,5025.6,5124.4,4903.3,4912.4
2008-09-16,5204.2,5204.2,4961.2,5025.6
2008-09-15,5416.7,5416.7,5124.9,5204.2
2008-09-12,5318.4,5416.7,5318.4,5416.7
2008-09-11,5366.2,5377.9,5258.1,5318.4
2008-09-10,5415.6,5419.5,5327.8,5366.2
2008-09-09,5446.3,5524.8,5386.9,5415.6
2008-09-08,5240.7,5447.6,5240.7,5446.3
2008-09-05,5362.1,5362.1,5227.6,5240.7
2008-09-04,5499.7,5541.7,5362.1,5362.1
2008-09-03,5620.7,5620.7,5492.1,5499.7
2008-09-02,5602.8,5646.5,5574.9,5620.7
2008-09-01,5636.6,5636.6,5573.8,5602.8
2008-08-29,5601.2,5649.1,5587.4,5636.6
2008-08-28,5528.1,5634.0,5496.9,5601.2
2008-08-27,5470.7,5540.8,5434.7,5528.1
2008-08-26,5505.6,5505.6,5369.3,5470.7
2008-08-22,5370.2,5505.6,5368.0,5505.6
2008-08-21,5371.8,5408.0,5311.4,5370.2
2008-08-20,5320.4,5384.2,5320.4,5371.8
2008-08-19,5450.2,5450.2,5317.1,5320.4
2008-08-18,5454.8,5498.7,5425.3,5450.2
2008-08-15,5497.4,5538.8,5432.2,5454.8
2008-08-14,5448.6,5539.6,5445.6,5497.4
2008-08-13,5534.5,5534.5,5437.1,5448.6
2008-08-12,5541.8,5569.2,5491.3,5534.5
2008-08-11,5489.2,5541.8,5477.7,5541.8
2008-08-08,5477.5,5507.2,5410.8,5489.2
2008-08-07,5486.1,5539.3,5450.9,5477.5
2008-08-06,5454.5,5498.6,5440.1,5486.1
2008-08-05,5320.2,5454.5,5299.7,5454.5
2008-08-04,5354.7,5414.7,5310.3,5320.2
2008-08-01,5411.9,5411.9,5321.3,5354.7
2008-07-31,5420.7,5456.1,5371.3,5411.9
2008-07-30,5319.2,5435.9,5319.2,5420.7
2008-07-29,5312.6,5354.6,5261.4,5319.2
2008-07-28,5352.6,5365.8,5308.4,5312.6
2008-07-25,5362.3,5375.2,5291.4,5352.6
2008-07-24,5449.9,5463.7,5345.1,5362.3
2008-07-23,5364.1,5467.2,5364.1,5449.9
2008-07-22,5404.3,5404.3,5282.8,5364.1
2008-07-21,5376.4,5445.8,5334.6,5404.3
2008-07-18,5286.3,5376.4,5216.6,5376.4
2008-07-17,5150.6,5320.5,5150.6,5286.3
2008-07-16,5171.9,5210.1,5071.1,5150.6
2008-07-15,5300.4,5300.4,5119.0,5171.9
2008-07-14,5261.6,5373.2,5261.6,5300.4
2008-07-11,5406.8,5461.8,5261.6,5261.6
2008-07-10,5529.6,5529.6,5392.6,5406.8
2008-07-09,5440.5,5538.2,5440.5,5529.6
2008-07-08,5512.7,5512.7,5358.7,5440.5
2008-07-07,5412.8,5516.4,5400.1,5512.7
2008-07-04,5476.6,5490.2,5394.0,5412.8
2008-07-03,5426.3,5490.6,5358.5,5476.6
2008-07-02,5479.9,5566.8,5426.3,5426.3
2008-07-01,5625.9,5625.9,5466.3,5479.9
2008-06-30,5529.9,5625.9,5520.2,5625.9
2008-06-27,5518.2,5555.2,5470.9,5529.9
2008-06-26,5666.1,5666.1,5518.2,5518.2
2008-06-25,5634.7,5669.6,5634.7,5666.1
2008-06-24,5667.2,5693.8,5581.6,5634.7
2008-06-23,5620.8,5679.2,5603.2,5667.2
2008-06-20,5708.4,5731.9,5597.0,5620.8
2008-06-19,5756.9,5786.4,5707.2,5708.4
2008-06-18,5861.9,5861.9,5735.4,5756.9
2008-06-17,5794.6,5930.3,5794.6,5861.9
2008-06-16,5802.8,5832.6,5759.6,5794.6
2008-06-13,5790.5,5818.3,5719.5,5802.8
2008-06-12,5723.3,5797.8,5719.8,5790.5
2008-06-11,5827.3,5859.4,5708.3,5723.3
2008-06-10,5877.6,5877.6,5813.4,5827.3
2008-06-09,5906.8,5938.5,5869.6,5877.6
2008-06-06,5995.3,6074.5,5906.5,5906.8
2008-06-05,5970.1,6005.1,5941.0,5995.3
2008-06-04,6057.7,6057.7,5933.3,5970.1
2008-06-03,6007.6,6059.0,5993.3,6057.7
2008-06-02,6053.5,6060.8,5978.4,6007.6
2008-05-30,6068.1,6111.6,6044.7,6053.5
2008-05-29,6069.6,6130.5,6041.1,6068.1
2008-05-28,6058.5,6122.2,6052.5,6069.6
2008-05-27,6087.3,6141.7,6048.7,6058.5
2008-05-23,6181.6,6182.9,6087.3,6087.3
2008-05-22,6198.1,6226.2,6159.4,6181.6
2008-05-21,6191.6,6257.3,6183.5,6198.1
2008-05-20,6376.5,6376.5,6191.6,6191.6
2008-05-19,6304.3,6377.0,6302.8,6376.5
2008-05-16,6251.8,6348.6,6251.8,6304.3
2008-05-15,6216.0,6258.5,6168.8,6251.8
2008-05-14,6211.9,6253.1,6167.9,6216.0
2008-05-13,6220.6,6268.1,6142.3,6211.9
2008-05-12,6204.7,6251.9,6184.8,6220.6
2008-05-09,6270.8,6270.8,6167.6,6204.7
2008-05-08,6256.5,6273.3,6217.0,6270.8
2008-05-07,6215.2,6275.0,6214.1,6261.0
2008-05-06,6215.5,6233.7,6155.9,6215.2
2008-05-02,6087.3,6223.9,6087.3,6215.5
2008-05-01,6087.3,6118.2,6066.0,6087.3
2008-04-30,6089.4,6120.3,6035.8,6087.3
2008-04-29,6090.4,6133.5,6051.6,6089.4
2008-04-28,6091.4,6134.5,6083.5,6090.4
2008-04-25,6050.7,6098.8,6045.5,6091.4
2008-04-24,6083.6,6083.6,5951.9,6050.7
2008-04-23,6034.7,6083.6,5978.8,6083.6
2008-04-22,6053.0,6072.0,6007.5,6034.7
2008-04-21,6056.5,6089.5,6021.2,6053.0
2008-04-18,5980.4,6062.1,5974.3,6056.5
2008-04-17,6046.2,6086.4,5973.9,5980.4
2008-04-16,5906.9,6046.2,5906.9,6046.2
2008-04-15,5831.6,5943.3,5831.6,5906.9
2008-04-14,5895.5,5895.5,5827.0,5831.6
2008-04-11,5965.1,6016.3,5866.1,5895.5
2008-04-10,5983.9,6003.2,5881.9,5965.1
